Time_2 (s),f3_2 (Hz),D3_2 (ppm),f5_2 (Hz),D5_2 (ppm),f7_2 (Hz),D7_2 (ppm),f9_2 (Hz),D9_2 (ppm),f11_2 (Hz),D11_2 (ppm),f13_2 (Hz),D13_2 (ppm),Time_3 (s),f3_3 (Hz),D3_3 (ppm),f5_3 (Hz),D5_3 (ppm),f7_3 (Hz),D7_3 (ppm),f9_3 (Hz),D9_3 (ppm),f11_3 (Hz),D11_3 (ppm),f13_3 (Hz),D13_3 (ppm),Time_4 (s),f3_4 (Hz),D3_4 (ppm),f5_4 (Hz),D5_4 (ppm),f7_4 (Hz),D7_4 (ppm),f9_4 (Hz),D9_4 (ppm),f11_4 (Hz),D11_4 (ppm),f13_4 (Hz),D13_4 (ppm)
4589.98,14853912.50,8.41,24750920.70,6.94,34646890.09,5.96,44543861.59,5.50,54440643.86,6.34,64338146.16,6.87,4566.73,14855365.03,16.12,24754621.63,9.89,34652395.88,7.13,44550941.71,7.18,54449267.51,8.55,64348256.81,9.40,4584.72,14847646.26,16.03,24742040.22,10.45,34635011.17,7.59,44528814.15,7.68,54422415.02,9.55,64316734.71,9.95
4670.38,14853912.38,8.41,24750920.48,6.95,34646889.77,5.96,44543861.14,5.50,54440643.30,6.34,64338145.49,6.87,4653.84,14855367.14,15.94,24754622.41,9.55,34652394.03,6.91,44550939.65,7.01,54449261.29,8.27,64348234.28,9.37,4665.12,14847646.19,16.02,24742040.13,10.45,34635011.04,7.59,44528813.98,7.68,54422414.81,9.55,64316734.44,9.96
4758.50,14853912.26,8.41,24750920.29,6.95,34646889.47,5.96,44543860.72,5.50,54440642.79,6.34,64338144.89,6.87,4740.53,14855364.85,16.12,24754621.33,9.89,34652395.45,7.13,44550941.15,7.18,54449266.82,8.55,64348255.70,9.40,4753.24,14847646.12,16.02,24742040.01,10.45,34635010.88,7.59,44528813.78,7.68,54422414.56,9.55,64316734.16,9.95
4825.21,14853912.16,8.41,24750920.12,6.95,34646889.23,5.96,44543860.36,5.50,54440642.34,6.34,64338144.36,6.87,4812.98,14855366.99,15.94,24754622.14,9.55,34652393.63,6.91,44550939.14,7.01,54449260.67,8.27,64348233.38,9.37,4819.92,14847646.07,16.02,24742039.93,10.45,34635010.77,7.59,44528813.63,7.68,54422414.37,9.55,64316733.93,9.95
4900.79,14853912.05,8.41,24750919.92,6.96,34646888.92,5.96,44543859.98,5.50,54440641.88,6.34,64338143.85,6.87,4885.83,14855370.22,15.67,24754623.41,9.03,34652391.03,6.58,44550936.26,6.75,54449251.57,7.84,64348200.81,9.32,4895.50,14847646.00,16.02,24742039.84,10.45,34635010.65,7.59,44528813.48,7.68,54422414.19,9.55,64316733.70,9.95
4983.81,14853911.94,8.41,24750919.72,6.96,34646888.60,5.97,44543859.60,5.50,54440641.40,6.34,64338143.28,6.87,4971.22,14855366.84,15.93,24754621.87,9.54,34652393.26,6.91,44550938.65,7.01,54449260.06,8.27,64348232.61,9.36,4978.53,14847645.95,16.02,24742039.74,10.45,34635010.51,7.59,44528813.29,7.68,54422413.96,9.55,64316733.44,9.95
5059.44,14853911.86,8.41,24750919.52,6.96,34646888.36,5.96,44543859.27,5.50,54440640.98,6.34,64338142.77,6.87,5041.64,14855368.98,15.75,24754622.69,9.20,34652391.49,6.69,44550936.72,6.83,54449254.00,7.98,64348211.00,9.33,5054.15,14847645.91,16.02,24742039.68,10.45,34635010.43,7.59,44528813.18,7.68,54422413.82,9.55,64316733.27,9.96
5132.72,14853911.76,8.41,24750919.33,6.96,34646888.09,5.97,44543858.94,5.50,54440640.59,6.34,64338142.30,6.87,5115.11,14855364.52,16.11,24754620.73,9.89,34652394.58,7.13,44550940.00,7.18,54449265.39,8.55,64348253.97,9.40,5127.43,14847645.88,16.02,24742039.60,10.45,34635010.29,7.59,44528813.01,7.68,54422413.61,9.55,64316733.01,9.95
5201.08,14853911.68,8.41,24750919.17,6.96,34646887.86,5.97,44543858.62,5.50,54440640.20,6.34,64338141.83,6.87,5182.33,14855368.85,15.75,24754622.48,9.20,34652391.18,6.69,44550936.31,6.83,54449253.51,7.98,64348210.32,9.33,5195.79,14847645.83,16.02,24742039.53,10.45,34635010.22,7.59,44528812.90,7.68,54422413.48,9.55,64316732.86,9.96
5280.57,14853911.59,8.41,24750918.97,6.96,34646887.68,5.96,44543858.31,5.50,54440639.82,6.34,64338141.38,6.87,5261.37,14855368.81,15.75,24754622.37,9.20,34652391.04,6.69,44550936.15,6.83,54449253.30,7.98,64348210.08,9.33,5275.28,14847645.80,16.02,24742039.48,10.45,34635010.12,7.59,44528812.78,7.68,54422413.33,9.55,64316732.69,9.95
5347.95,14853911.52,8.41,24750918.79,6.96,34646887.51,5.95,44543858.02,5.50,54440639.45,6.34,64338140.94,6.87,5330.62,14855368.76,15.75,24754622.28,9.20,34652390.89,6.69,44550935.92,6.83,54449253.00,7.98,64348209.79,9.33,5342.66,14847645.77,16.02,24742039.43,10.45,34635010.06,7.59,44528812.69,7.68,54422413.21,9.55,64316732.53,9.95
5421.41,14853911.45,8.41,24750918.63,6.96,34646887.37,5.95,44543857.74,5.50,54440639.10,6.34,64338140.54,6.87,5402.65,14855368.71,15.75,24754622.18,9.20,34652390.76,6.69,44550935.77,6.83,54449252.81,7.98,64348209.48,9.33,5416.12,14847645.74,16.02,24742039.37,10.45,34635009.98,7.59,44528812.59,7.68,54422413.09,9.55,64316732.38,9.95
5499.78,14853911.36,8.41,24750918.43,6.95,34646887.12,5.95,44543857.43,5.50,54440638.71,6.34,64338140.07,6.87,5481.71,14855364.25,16.10,24754620.22,9.88,34652393.86,7.13,44550939.11,7.17,54449264.27,8.54,64348252.62,9.40,5494.49,14847645.71,16.02,24742039.31,10.45,34635009.88,7.59,44528812.45,7.68,54422412.93,9.55,64316732.20,9.96
5575.68,14853911.28,8.41,24750918.25,6.95,34646886.87,5.95,44543857.11,5.50,54440638.31,6.34,64338139.62,6.87,5558.65,14855369.69,15.66,24754622.44,9.02,34652389.65,6.58,44550934.50,6.75,54449249.40,7.84,64348198.05,9.31,5570.39,14847645.68,16.03,24742039.26,10.45,34635009.82,7.59,44528812.37,7.68,54422412.82,9.55,64316732.06,9.95
5665.21,14853911.18,8.41,24750918.04,6.95,34646886.65,5.94,44543856.77,5.50,54440637.88,6.34,64338139.09,6.87,5646.76,14855364.12,16.10,24754620.00,9.88,34652393.53,7.12,44550938.68,7.17,54449263.74,8.54,64348251.99,9.40,5659.92,14847645.63,16.03,24742039.17,10.45,34635009.68,7.59,44528812.18,7.68,54422412.60,9.55,64316731.80,9.95
5729.01,14853911.09,8.41,24750917.91,6.95,34646886.44,5.94,44543856.49,5.50,54440637.52,6.34,64338138.69,6.87,5718.86,14855359.66,16.45,24754618.04,10.57,34652396.61,7.56,44550941.95,7.51,54449275.12,9.11,64348294.89,9.46,5723.72,14847645.59,16.03,24742039.10,10.45,34635009.57,7.59,44528812.04,7.68,54422412.42,9.55,64316731.59,9.96
5803.77,14853911.01,8.41,24750917.77,6.95,34646886.25,5.94,44543856.21,5.50,54440637.18,6.34,64338138.30,6.87,5786.88,14855366.21,15.92,24754620.73,9.54,34652391.62,6.90,44550936.52,7.00,54449257.41,8.26,64348229.67,9.36,5798.48,14847645.55,16.03,24742039.04,10.45,34635009.49,7.59,44528811.93,7.68,54422412.28,9.55,64316731.40,9.95
5886.90,14853910.92,8.41,24750917.59,6.95,34646885.99,5.93,44543855.85,5.50,54440636.73,6.34,64338137.75,6.87,5876.38,14855359.52,16.45,24754617.81,10.57,34652396.28,7.56,44550941.53,7.51,54449274.57,9.11,64348294.23,9.46,5881.61,14847645.49,16.02,24742038.94,10.45,34635009.34,7.59,44528811.72,7.68,54422412.05,9.55,64316731.14,9.95
5958.69,14853910.83,8.41,24750917.48,6.96,34646885.74,5.94,44543855.57,5.50,54440636.39,6.34,64338137.36,6.87,5942.68,14855362.77,16.18,24754619.10,10.05,34652393.71,7.23,44550938.73,7.26,54449265.62,8.68,64348261.62,9.41,5953.40,14847645.45,16.02,24742038.87,10.45,34635009.25,7.59,44528811.59,7.68,54422411.87,9.55,64316730.93,9.95
6049.46,14853910.73,8.41,24750917.32,6.96,34646885.43,5.94,44543855.23,5.50,54440635.96,6.34,64338136.86,6.87,6031.01,14855363.80,16.09,24754619.44,9.88,34652392.71,7.12,44550937.61,7.17,54449262.40,8.54,64348250.43,9.39,6044.17,14847645.39,16.02,24742038.77,10.45,34635009.11,7.59,44528811.42,7.68,54422411.65,9.55,64316730.65,9.95
6118.83,14853910.65,8.41,24750917.19,6.96,34646885.18,5.94,44543854.93,5.50,54440635.59,6.34,64338136.40,6.87,6106.44,14855369.24,15.65,24754621.64,9.02,34652388.49,6.57,44550932.99,6.74,54449247.53,7.84,64348195.61,9.31,6113.55,14847645.35,16.02,24742038.71,10.45,34635009.03,7.59,44528811.32,7.68,54422411.52,9.55,64316730.49,9.95
6206.89,14853910.55,8.41,24750917.05,6.96,34646884.97,5.94,44543854.62,5.50,54440635.23,6.34,64338135.98,6.87,6182.78,14855363.67,16.09,24754619.21,9.88,34652392.40,7.12,44550937.21,7.17,54449261.93,8.54,64348250.14,9.39,6201.61,14847645.30,16.02,24742038.62,10.45,34635008.87,7.59,44528811.11,7.68,54422411.26,9.55,64316730.21,9.96
6282.24,14853910.45,8.41,24750916.89,6.97,34646884.73,5.94,44543854.27,5.50,54440634.78,6.34,64338135.45,6.87,6269.64,14855365.79,15.91,24754620.00,9.53,34652390.56,6.90,44550935.16,7.00,54449255.71,8.26,64348227.42,9.36,6276.95,14847645.25,16.02,24742038.53,10.45,34635008.75,7.59,44528810.95,7.68,54422411.06,9.55,64316729.97,9.96
6356.68,14853910.36,8.41,24750916.77,6.97,34646884.50,5.94,44543853.96,5.50,54440634.41,6.34,64338134.99,6.87,6340.03,14855363.51,16.09,24754618.94,9.88,34652392.01,7.12,44550936.70,7.17,54449261.24,8.54,64348249.13,9.40,6351.39,14847645.18,16.02,24742038.43,10.45,34635008.60,7.59,44528810.76,7.68,54422410.82,9.55,64316729.67,9.96
6429.67,14853910.27,8.41,24750916.67,6.97,34646884.30,5.94,44543853.68,5.50,54440634.06,6.34,64338134.59,6.87,6411.25,14855363.45,16.09,24754618.84,9.88,34652391.85,7.12,44550936.51,7.17,54449261.04,8.54,64348248.80,9.39,6424.39,14847645.13,16.02,24742038.34,10.45,34635008.47,7.59,44528810.57,7.68,54422410.59,9.55,64316729.40,9.96
6493.34,14853910.19,8.41,24750916.58,6.98,34646884.10,5.94,44543853.41,5.50,54440633.73,6.34,64338134.19,6.87,6483.20,14855358.98,16.44,24754616.87,10.56,34652394.92,7.56,44550939.79,7.51,54449272.41,9.11,64348291.70,9.46,6488.05,14847645.08,16.02,24742038.26,10.45,34635008.34,7.59,44528810.41,7.68,54422410.38,9.55,64316729.15,9.96
6557.82,14853910.11,8.41,24750916.49,6.98,34646883.91,5.94,44543853.16,5.50,54440633.42,6.34,64338133.81,6.87,6547.69,14855358.92,16.44,24754616.76,10.56,34652394.78,7.56,44550939.60,7.51,54449272.18,9.11,64348291.44,9.46,6552.54,14847645.04,16.02,24742038.18,10.45,34635008.23,7.59,44528810.27,7.68,54422410.20,9.55,64316728.95,9.96
6623.69,14853910.04,8.41,24750916.40,6.98,34646883.75,5.94,44543852.95,5.50,54440633.15,6.34,64338133.49,6.87,6605.75,14855363.28,16.08,24754618.54,9.87,34652391.44,7.12,44550935.98,7.17,54449260.38,8.54,64348248.07,9.39,6618.40,14847645.00,16.02,24742038.13,10.45,34635008.17,7.59,44528810.18,7.68,54422410.08,9.55,64316728.80,9.96
6703.79,14853909.96,8.41,24750916.29,6.98,34646883.54,5.94,44543852.67,5.50,54440632.80,6.34,64338133.09,6.87,6685.37,14855363.22,16.08,24754618.44,9.87,34652391.28,7.12,44550935.79,7.17,54449260.13,8.54,64348247.73,9.39,6698.51,14847644.96,16.02,24742038.05,10.45,34635008.05,7.59,44528810.03,7.68,54422409.89,9.55,64316728.59,9.96
6767.36,14853909.88,8.41,24750916.23,6.98,34646883.33,5.94,44543852.41,5.50,54440632.48,6.34,64338132.71,6.87,6757.24,14855358.75,16.44,24754616.47,10.56,34652394.36,7.56,44550939.05,7.51,54449271.49,9.10,64348290.63,9.46,6762.08,14847644.91,16.02,24742037.97,10.45,34635007.93,7.59,44528809.86,7.68,54422409.70,9.55,64316728.34,9.96
6841.50,14853909.80,8.41,24750916.16,6.99,34646883.13,5.94,44543852.16,5.50,54440632.17,6.34,64338132.35,6.87,6823.08,14855363.09,16.08,24754618.23,9.87,34652391.00,7.12,44550935.41,7.17,54449259.67,8.54,64348247.18,9.39,6836.22,14847644.86,16.02,24742037.91,10.45,34635007.83,7.59,44528809.73,7.68,54422409.53,9.55,64316728.11,9.96
6906.47,14853909.71,8.41,24750916.07,6.99,34646882.94,5.94,44543851.91,5.50,54440631.87,6.34,64338131.98,6.87,6888.54,14855363.04,16.08,24754618.13,9.87,34652390.85,7.12,44550935.23,7.17,54449259.44,8.54,64348246.94,9.39,6901.19,14847644.82,16.01,24742037.83,10.45,34635007.72,7.59,44528809.59,7.68,54422409.35,9.55,64316727.91,9.96
6986.58,14853909.63,8.40,24750915.94,6.99,34646882.70,5.94,44543851.61,5.50,54440631.52,6.34,64338131.59,6.87,6968.16,14855362.98,16.08,24754618.02,9.87,34652390.70,7.12,44550935.02,7.17,54449259.18,8.54,64348246.60,9.39,6981.30,14847644.77,16.01,24742037.75,10.45,34635007.61,7.59,44528809.44,7.68,54422409.17,9.55,64316727.69,9.96
7053.61,14853909.57,8.40,24750915.82,6.99,34646882.56,5.93,44543851.38,5.50,54440631.23,6.34,64338131.25,6.87,7041.25,14855365.14,15.90,24754618.86,9.53,34652388.93,6.90,44550933.08,7.00,54449253.12,8.26,64348224.51,9.36,7048.33,14847644.75,16.01,24742037.72,10.45,34635007.55,7.59,44528809.36,7.68,54422409.06,9.55,64316727.57,9.96
7122.41,14853909.49,8.40,24750915.69,6.99,34646882.39,5.93,44543851.13,5.50,54440630.93,6.34,64338130.89,6.87,7106.06,14855367.28,15.73,24754619.69,9.18,34652387.18,6.68,44550931.14,6.83,54449247.03,7.98,64348202.75,9.32,7117.13,14847644.71,16.01,24742037.65,10.45,34635007.47,7.59,44528809.25,7.68,54422408.92,9.55,64316727.39,9.96
7198.97,14853909.42,8.40,24750915.55,6.99,34646882.24,5.93,44543850.89,5.50,54440630.64,6.34,64338130.51,6.87,7182.89,14855361.72,16.17,24754617.27,10.04,34652391.10,7.23,44550935.38,7.25,54449261.44,8.68,64348256.65,9.41,7193.68,14847644.68,16.01,24742037.59,10.45,34635007.36,7.59,44528809.10,7.68,54422408.74,9.55,64316727.20,9.96
7287.26,14853909.34,8.40,24750915.38,6.99,34646882.00,5.93,44543850.61,5.50,54440630.29,6.34,64338130.11,6.87,7271.19,14855361.66,16.17,24754617.16,10.04,34652390.94,7.23,44550935.17,7.25,54449261.20,8.68,64348256.34,9.41,7281.97,14847644.64,16.01,24742037.53,10.45,34635007.27,7.59,44528808.98,7.68,54422408.60,9.55,64316727.01,9.96
7377.32,14853909.28,8.40,24750915.18,6.99,34646881.82,5.93,44543850.34,5.50,54440629.96,6.34,64338129.73,6.87,7358.14,14855367.13,15.72,24754619.39,9.18,34652386.77,6.68,44550930.65,6.82,54449246.46,7.97,64348201.93,9.32,7372.03,14847644.63,16.01,24742037.50,10.45,34635007.23,7.59,44528808.92,7.68,54422408.50,9.55,64316726.90,9.96
7453.17,14853909.20,8.40,24750915.04,6.99,34646881.64,5.93,44543850.10,5.50,54440629.67,6.34,64338129.37,6.87,7436.74,14855358.26,16.43,24754615.58,10.55,34652393.12,7.56,44550937.47,7.51,54449269.51,9.10,64348288.46,9.46,7447.88,14847644.60,16.01,24742037.44,10.45,34635007.12,7.59,44528808.79,7.68,54422408.35,9.55,64316726.72,9.96
7516.88,14853909.14,8.40,24750914.93,6.99,34646881.50,5.93,44543849.92,5.50,54440629.44,6.34,64338129.10,6.87,7501.18,14855361.53,16.16,24754616.91,10.04,34652390.59,7.23,44550934.72,7.25,54449260.62,8.68,64348255.69,9.41,7511.59,14847644.58,16.01,24742037.42,10.45,34635007.08,7.59,44528808.73,7.68,54422408.27,9.55,64316726.61,9.96
7605.82,14853909.09,8.40,24750914.75,6.99,34646881.30,5.93,44543849.66,5.50,54440629.11,6.34,64338128.73,6.87,7587.77,14855362.58,16.07,24754617.27,9.87,34652389.65,7.12,44550933.68,7.16,54449257.51,8.54,64348244.60,9.39,7600.53,14847644.57,16.01,24742037.37,10.45,34635007.01,7.59,44528808.64,7.68,54422408.16,9.55,64316726.47,9.96
7669.04,14853909.03,8.40,24750914.63,6.99,34646881.13,5.93,44543849.47,5.50,54440628.88,6.34,64338128.45,6.87,7658.91,14855358.14,16.43,24754615.35,10.55,34652392.78,7.55,44550937.02,7.50,54449268.95,9.10,64348287.62,9.46,7663.75,14847644.55,16.01,24742037.33,10.45,34635006.96,7.59,44528808.55,7.68,54422408.05,9.55,64316726.36,9.96
7734.74,14853908.98,8.40,24750914.52,6.98,34646881.00,5.93,44543849.30,5.50,54440628.68,6.34,64338128.19,6.87,7723.39,14855361.42,16.16,24754616.69,10.04,34652390.26,7.22,44550934.29,7.25,54449260.10,8.68,64348254.89,9.41,7729.46,14847644.54,16.01,24742037.32,10.45,34635006.94,7.59,44528808.52,7.68,54422408.01,9.55,64316726.31,9.96
7813.24,14853908.92,8.40,24750914.38,6.98,34646880.84,5.94,44543849.08,5.50,54440628.42,6.34,64338127.91,6.87,7796.81,14855358.07,16.43,24754615.22,10.55,34652392.59,7.55,44550936.78,7.50,54449268.65,9.10,64348287.47,9.46,7807.96,14847644.51,16.01,24742037.27,10.45,34635006.86,7.59,44528808.42,7.68,54422407.88,9.55,64316726.16,9.96
7879.07,14853908.86,8.40,24750914.26,6.98,34646880.67,5.94,44543848.87,5.50,54440628.15,6.34,64338127.61,6.87,7861.02,14855362.44,16.07,24754617.01,9.87,34652389.25,7.11,44550933.16,7.16,54449256.86,8.54,64348243.83,9.39,7873.78,14847644.49,16.01,24742037.23,10.45,34635006.80,7.59,44528808.35,7.68,54422407.79,9.55,64316726.02,9.96
7951.19,14853908.81,8.40,24750914.15,6.98,34646880.50,5.94,44543848.66,5.50,54440627.90,6.34,64338127.30,6.87,7933.14,14855362.39,16.07,24754616.92,9.86,34652389.13,7.11,44550933.02,7.16,54449256.68,8.54,64348243.61,9.39,7945.90,14847644.47,16.01,24742037.19,10.45,34635006.74,7.59,44528808.27,7.68,54422407.69,9.55,64316725.90,9.96
8014.39,14853908.75,8.40,24750914.04,6.98,34646880.35,5.94,44543848.48,5.50,54440627.67,6.34,64338127.02,6.87,8004.26,14855357.94,16.42,24754614.98,10.55,34652392.25,7.55,44550936.34,7.50,54449268.11,9.10,64348286.64,9.46,8009.11,14847644.45,16.01,24742037.15,10.45,34635006.67,7.59,44528808.17,7.68,54422407.56,9.55,64316725.75,9.96
8088.80,14853908.70,8.40,24750913.92,6.98,34646880.22,5.94,44543848.29,5.49,54440627.44,6.34,64338126.75,6.87,8069.74,14855366.72,15.72,24754618.65,9.18,34652385.70,6.67,44550929.26,6.82,54449244.73,7.97,64348199.84,9.32,8083.57,14847644.43,16.01,24742037.13,10.45,34635006.64,7.59,44528808.14,7.68,54422407.52,9.55,64316725.72,9.96
8163.00,14853908.63,8.40,24750913.78,6.98,34646880.05,5.94,44543848.07,5.49,54440627.19,6.34,64338126.48,6.87,8147.06,14855357.85,16.42,24754614.83,10.55,34652392.04,7.55,44550936.08,7.50,54449267.77,9.10,64348286.48,9.46,8157.90,14847644.39,16.01,24742037.05,10.45,34635006.54,7.59,44528807.99,7.68,54422407.35,9.55,64316725.53,9.96
8218.13,14853908.58,8.40,24750913.67,6.98,34646879.94,5.94,44543847.90,5.49,54440626.98,6.34,64338126.23,6.87,8208.31,14855357.82,16.42,24754614.76,10.55,34652391.93,7.55,44550935.94,7.50,54449267.61,9.10,64348286.06,9.46,8213.02,14847644.38,16.01,24742037.04,10.45,34635006.50,7.59,44528807.94,7.68,54422407.27,9.55,64316725.46,9.96
8281.30,14853908.54,8.40,24750913.56,6.98,34646879.80,5.94,44543847.73,5.49,54440626.77,6.34,64338125.96,6.87,8271.29,14855357.79,16.42,24754614.71,10.55,34652391.85,7.55,44550935.83,7.50,54449267.47,9.10,64348285.89,9.46,8276.10,14847644.37,16.01,24742037.01,10.45,34635006.45,7.59,44528807.88,7.68,54422407.21,9.55,64316725.35,9.96
8345.57,14853908.51,8.40,24750913.48,6.98,34646879.68,5.94,44543847.60,5.49,54440626.62,6.34,64338125.79,6.87,8328.45,14855362.18,16.07,24754616.53,9.86,34652388.57,7.11,44550932.28,7.16,54449255.78,8.54,64348242.66,9.39,8340.44,14847644.36,16.01,24742036.99,10.45,34635006.44,7.59,44528807.87,7.68,54422407.19,9.55,64316725.33,9.96
8421.64,14853908.46,8.40,24750913.37,6.98,34646879.52,5.94,44543847.41,5.49,54440626.37,6.34,64338125.49,6.87,8405.90,14855361.04,16.15,24754615.99,10.03,34652389.26,7.22,44550933.01,7.25,54449258.50,8.68,64348253.15,9.41,8416.47,14847644.34,16.01,24742036.95,10.45,34635006.38,7.59,44528807.78,7.68,54422407.07,9.55,64316725.19,9.96
8511.11,14853908.39,8.40,24750913.22,6.98,34646879.32,5.94,44543847.14,5.49,54440626.04,6.34,64338125.08,6.87,8491.88,14855366.50,15.71,24754618.22,9.17,34652385.09,6.67,44550928.49,6.82,54449243.76,7.97,64348198.68,9.32,8505.82,14847644.31,16.01,24742036.92,10.45,34635006.32,7.59,44528807.69,7.68,54422406.95,9.55,64316725.01,9.96
8586.98,14853908.34,8.40,24750913.11,6.98,34646879.16,5.94,44543846.94,5.49,54440625.78,6.34,64338124.78,6.87,8570.56,14855357.64,16.42,24754614.41,10.55,34652391.44,7.55,44550935.30,7.50,54449266.80,9.10,64348285.30,9.46,8581.70,14847644.28,16.01,24742036.85,10.45,34635006.22,7.59,44528807.57,7.68,54422406.79,9.55,64316724.86,9.96
8644.98,14853908.30,8.40,24750913.03,6.98,34646879.04,5.94,44543846.78,5.49,54440625.57,6.34,64338124.54,6.87,8627.38,14855362.02,16.06,24754616.22,9.86,34652388.13,7.11,44550931.71,7.16,54449255.05,8.54,64348241.75,9.39,8639.70,14847644.27,16.01,24742036.83,10.45,34635006.19,7.59,44528807.54,7.68,54422406.76,9.55,64316724.81,9.96
8720.16,14853908.25,8.40,24750912.91,6.97,34646878.87,5.94,44543846.57,5.49,54440625.34,6.34,64338124.24,6.87,8701.23,14855366.38,15.71,24754618.01,9.17,34652384.78,6.67,44550928.07,6.82,54449243.24,7.97,64348198.21,9.32,8714.87,14847644.24,16.01,24742036.79,10.45,34635006.14,7.59,44528807.47,7.68,54422406.67,9.55,64316724.69,9.96
8791.22,14853908.18,8.40,24750912.79,6.97,34646878.71,5.95,44543846.38,5.49,54440625.09,6.34,64338123.97,6.87,8780.69,14855357.53,16.42,24754614.21,10.55,34652391.13,7.55,44550934.90,7.50,54449266.32,9.10,64348284.47,9.46,8785.94,14847644.22,16.01,24742036.75,10.45,34635006.06,7.59,44528807.36,7.68,54422406.53,9.55,64316724.55,9.96
8856.92,14853908.15,8.40,24750912.70,6.97,34646878.58,5.95,44543846.23,5.49,54440624.90,6.34,64338123.74,6.87,8839.34,14855361.91,16.06,24754616.02,9.86,34652387.84,7.11,44550931.35,7.16,54449254.59,8.54,64348241.21,9.39,8851.64,14847644.21,16.01,24742036.73,10.45,34635006.05,7.59,44528807.33,7.68,54422406.49,9.55,64316724.48,9.95
8928.25,14853908.09,8.40,24750912.57,6.97,34646878.45,5.94,44543846.02,5.49,54440624.64,6.34,64338123.43,6.87,8917.73,14855357.46,16.42,24754614.08,10.55,34652390.95,7.55,44550934.66,7.50,54449266.02,9.10,64348284.13,9.46,8922.97,14847644.19,16.01,24742036.69,10.45,34635005.97,7.59,44528807.23,7.68,54422406.38,9.55,64316724.36,9.96
8993.00,14853908.05,8.40,24750912.47,6.97,34646878.33,5.94,44543845.86,5.49,54440624.44,6.34,64338123.19,6.87,8982.83,14855357.43,16.42,24754614.02,10.55,34652390.86,7.55,44550934.55,7.50,54449265.88,9.10,64348283.99,9.46,8987.71,14847644.17,16.01,24742036.66,10.45,34635005.93,7.59,44528807.17,7.68,54422406.30,9.55,64316724.28,9.96
9064.55,14853908.00,8.40,24750912.37,6.97,34646878.18,5.94,44543845.68,5.49,54440624.21,6.34,64338122.92,6.87,9048.81,14855360.69,16.15,24754615.35,10.03,34652388.35,7.22,44550931.84,7.24,54449257.04,8.68,64348251.45,9.41,9059.26,14847644.15,16.01,24742036.63,10.45,34635005.89,7.59,44528807.13,7.68,54422406.24,9.55,64316724.18,9.96
9146.25,14853907.94,8.40,24750912.25,6.97,34646878.00,5.95,44543845.48,5.49,54440623.97,6.34,64338122.64,6.87,9135.72,14855357.36,16.41,24754613.89,10.55,34652390.67,7.55,44550934.31,7.50,54449265.57,9.10,64348283.58,9.46,9140.97,14847644.13,16.01,24742036.59,10.45,34635005.83,7.59,44528807.04,7.68,54422406.13,9.55,64316724.07,9.96
9211.96,14853907.90,8.40,24750912.18,6.96,34646877.90,5.94,44543845.33,5.49,54440623.79,6.34,64338122.43,6.87,9194.37,14855361.74,16.06,24754615.70,9.86,34652387.38,7.11,44550930.76,7.16,54449253.86,8.53,64348240.33,9.39,9206.67,14847644.12,16.01,24742036.57,10.45,34635005.80,7.59,44528807.01,7.68,54422406.09,9.55,64316724.00,9.95
9286.80,14853907.86,8.40,24750912.07,6.96,34646877.77,5.94,44543845.15,5.49,54440623.56,6.34,64338122.15,6.87,9274.04,14855363.90,15.88,24754616.56,9.51,34652385.65,6.89,44550928.84,6.99,54449247.85,8.25,64348218.20,9.35,9281.51,14847644.10,16.01,24742036.54,10.45,34635005.76,7.59,44528806.95,7.68,54422406.01,9.55,64316723.91,9.96
9375.44,14853907.79,8.40,24750911.98,6.97,34646877.62,5.94,44543844.94,5.49,54440623.31,6.34,64338121.86,6.87,9352.06,14855361.66,16.06,24754615.56,9.86,34652387.19,7.11,44550930.52,7.16,54449253.56,8.54,64348240.22,9.39,9370.16,14847644.06,16.01,24742036.48,10.45,34635005.66,7.59,44528806.81,7.68,54422405.85,9.55,64316723.71,9.96
9454.22,14853907.73,8.40,24750911.87,6.97,34646877.43,5.94,44543844.71,5.49,54440623.02,6.34,64338121.51,6.87,9436.14,14855361.60,16.06,24754615.46,9.86,34652387.04,7.11,44550930.31,7.16,54449253.31,8.53,64348239.62,9.39,9448.94,14847644.01,16.01,24742036.40,10.45,34635005.54,7.59,44528806.66,7.68,54422405.67,9.55,64316723.50,9.96
9517.63,14853907.66,8.40,24750911.80,6.97,34646877.28,5.94,44543844.52,5.49,54440622.79,6.34,64338121.22,6.87,9507.47,14855357.14,16.41,24754613.51,10.54,34652390.13,7.55,44550933.61,7.50,54449264.71,9.10,64348282.59,9.46,9512.35,14847643.97,16.01,24742036.34,10.45,34635005.45,7.59,44528806.54,7.68,54422405.51,9.55,64316723.34,9.96
9587.68,14853907.62,8.40,24750911.75,6.97,34646877.15,5.94,44543844.35,5.49,54440622.57,6.34,64338120.97,6.87,9568.75,14855365.92,15.70,24754617.18,9.17,34652383.59,6.67,44550926.54,6.82,54449241.33,7.97,64348195.97,9.32,9582.39,14847643.94,16.01,24742036.31,10.45,34635005.41,7.59,44528806.48,7.68,54422405.44,9.55,64316723.22,9.96
